Symbol,Name,Country,IPO Year,Volume,Sector,Industry
SGI,Somnigroup International Inc. Common Stock,United States,,2266563,Consumer Discretionary,Home Furnishings
SGLY,Singularity Future Technology Ltd. Common Stock,United States,2008,70390,Consumer Discretionary,Oil Refining/Marketing
SGMA,SigmaTron International Inc. Common Stock,United States,1994,29322,Technology,Electrical Products
SGML,Sigma Lithium Corporation Common Shares,Canada,,1089166,Basic Materials,Metal Mining
SGMO,Sangamo Therapeutics Inc. Common Stock,United States,2000,3203322,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGMT,Sagimet Biosciences Inc. Series A Common Stock,United States,2023,20313685,Health Care,Biotechnology: Pharmaceutical Preparations
SGN,Signing Day Sports Inc. Common Stock,,2023,1198131,Technology,EDP Services
SGRP,SPAR Group Inc. Common Stock,United States,,46906,Consumer Discretionary,Business Services
SGRY,Surgery Partners Inc. Common Stock,United States,2015,2412158,Health Care,Hospital/Nursing Management
SGU,Star Group L.P. Common Stock,United States,,21270,Consumer Discretionary,Other Specialty Stores
SHAK,Shake Shack Inc. Class A Common Stock,United States,2015,977054,Consumer Discretionary,Restaurants
SHBI,Shore Bancshares Inc Common Stock,United States,,126881,Finance,Major Banks
SHC,Sotera Health Company Common Stock,United States,2020,1202293,Health Care,Misc Health and Biotechnology Services
SHCO,Soho House & Co Inc. Class A Common Stock,,2021,84551,Consumer Discretionary,Hotels/Resorts
SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,Netherlands,2022,4117294,Energy,Oil & Gas Production
SHEN,Shenandoah Telecommunications Co Common Stock,United States,,211922,Telecommunications,Telecommunications Equipment
SHFS,SHF Holdings Inc. Class A Common Stock,United States,2021,6768,Finance,Finance: Consumer Services
SHFSW,SHF Holdings Inc. Warrants,United States,2021,48,Finance,Finance: Consumer Services
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,South Korea,,270587,Finance,Major Banks
SHIM,Shimmick Corporation Common Stock,United States,2023,9574,Industrials,Military/Government/Technical
SHIP,Seanergy Maritime Holdings Corp. Common Stock,Greece,,245825,Consumer Discretionary,Marine Transportation
SHLS,Shoals Technologies Group Inc. Class A Common Stock,United States,2021,2884065,Technology,Semiconductors
SHMD,SCHMID Group N.V. Class A Ordinary Shares,Cayman Islands,,26878,Technology,Industrial Machinery/Components
SHMDW,SCHMID Group N.V. Warrants,Cayman Islands,,3517,Technology,Industrial Machinery/Components
SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,United States,2004,2354073,Consumer Discretionary,Hotels/Resorts
SHO^H,Sunstone Hotel Investors Inc. 6.125% Series H Cumulative Redeemable Preferred Stock,United States,,2207,,
SHO^I,Sunstone Hotel Investors Inc. 5.70% Series I Cumulative Redeemable Preferred Stock,United States,,1077,,
SHOO,Steven Madden Ltd. Common Stock,United States,1993,922156,Consumer Discretionary,Shoe Manufacturing
SHOP,Shopify Inc. Class A Subordinate Voting Shares,Canada,,7459356,Technology,Computer Software: Prepackaged Software
SHOT,Safety Shot Inc. Common Stock,United States,2020,4734555,Consumer Discretionary,Package Goods/Cosmetics
SHOTW,Safety Shot Inc. Warrant,United States,2020,6548,Consumer Discretionary,Package Goods/Cosmetics
SHPH,Shuttle Pharmaceuticals Holdings Inc. Common Stock,United States,2022,3515415,Health Care,Biotechnology: Pharmaceutical Preparations
SHW,Sherwin-Williams Company (The) Common Stock,United States,,1557014,Consumer Discretionary,RETAIL: Building Materials
SHYF,The Shyft Group Inc. Common Stock,United States,,217572,Consumer Discretionary,Auto Manufacturing
SIBN,SI-BONE Inc. Common Stock,United States,2018,343602,Health Care,Medical/Dental Instruments
SID,Companhia Siderurgica Nacional S.A. Common Stock,Brazil,,2368531,Industrials,Steel/Iron Ore
SIDU,Sidus Space Inc. Class A Common Stock,United States,2021,425120,Telecommunications,Telecommunications Equipment
SIEB,Siebert Financial Corp. Common Stock,United States,,227654,Finance,Investment Bankers/Brokers/Service
SIF,SIFCO Industries Inc. Common Stock,United States,1969,11343,Industrials,Aerospace
SIFY,Sify Technologies Limited American Depositary Shares,India,,46945,Technology,Computer Software: Programming Data Processing
SIG,Signet Jewelers Limited Common Shares,Bermuda,,1779088,Consumer Discretionary,Consumer Specialties
SIGA,SIGA Technologies Inc. Common Stock,United States,,548788,Health Care,Biotechnology: Pharmaceutical Preparations
SIGI,Selective Insurance Group Inc. Common Stock,United States,,185653,Finance,Property-Casualty Insurers
SIGIP,Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B,United States,,8111,Finance,Property-Casualty Insurers
SII,Sprott Inc. Common Shares,,2020,258823,Finance,Finance: Consumer Services
SILA,Sila Realty Trust Inc. Common Stock,United States,2024,373549,Real Estate,Real Estate Investment Trusts
SILC,Silicom Ltd Ordinary Shares,Israel,,4503,Telecommunications,Computer Communications Equipment
SILO,Silo Pharma Inc. Common Stock,United States,,8397808,Consumer Discretionary,Apparel
SIM,Grupo Simec S.A.B. de C.V. American Depositary Shares,Mexico,1998,63,Industrials,Steel/Iron Ore
SIMA,SIM Acquisition Corp. I Class A Ordinary Shares,United States,2024,44616,Miscellaneous,Industrial Machinery/Components
SIMAW,SIM Acquisition Corp. I Warrant,United States,2024,472,Finance,Blank Checks
SIMO,Silicon Motion Technology Corporation American Depositary Shares,Taiwan,2005,384994,Technology,Semiconductors
SINT,SiNtx Technologies Inc. Common Stock,United States,2014,37505,Health Care,Medical/Dental Instruments
SION,Sionna Therapeutics Inc. Common Stock,United States,2025,202420,Health Care,Biotechnology: Pharmaceutical Preparations
SIRI,SiriusXM Holdings Inc. Common Stock,United States,,1934329,Consumer Discretionary,Broadcasting
SISI,Shineco Inc. Common Stock,China,2016,2056885,Health Care, Medicinal Chemicals and Botanical Products 
SITC,SITE Centers Corp. Common Stock,United States,,644417,Real Estate,Real Estate Investment Trusts
SITE,SiteOne Landscape Supply Inc. Common Stock,United States,2016,453631,Consumer Discretionary,Professional and commerical equipment
SITM,SiTime Corporation Common Stock,United States,2019,203855,Technology,Semiconductors
SJ,Scienjoy Holding Corporation Class A Ordinary Shares ,China,2019,21456,Technology,EDP Services
SJM,The J.M. Smucker Company Common Stock,United States,,895330,Consumer Staples,Packaged Foods
SJT,San Juan Basin Royalty Trust Common Stock,United States,,157977,Energy,Oil & Gas Production
SKBL,Skyline Builders Group Holding Limited Class A Ordinary Shares,Hong Kong,2025,448032,Consumer Discretionary,Engineering & Construction
SKE,Skeena Resources Limited Common Shares,,2021,387747,Basic Materials,Precious Metals
SKIL,Skillsoft Corp. Class A Common Stock,United States,2019,24274,Technology,Computer Software: Prepackaged Software
SKIN,The Beauty Health Company Class A Common Stock,United States,2020,288590,Health Care,Medical/Dental Instruments
SKK,SKK Holdings Limited Ordinary Shares,Singapore,2024,166563,Industrials,Water Sewer Pipeline Comm & Power Line Construction
SKLZ,Skillz Inc. Class A Common Stock,United States,2020,46906,Technology,EDP Services
SKM,SK Telecom Co. Ltd. Common Stock,South Korea,,658741,Telecommunications,Telecommunications Equipment
SKT,Tanger Inc. Common Stock,United States,1993,1093154,Real Estate,Real Estate Investment Trusts
SKWD,Skyward Specialty Insurance Group Inc. Common Stock,United States,2023,280847,Finance,Property-Casualty Insurers
SKX,Skechers U.S.A. Inc. Common Stock,United States,1999,4611543,Consumer Discretionary,Shoe Manufacturing
SKY,Champion Homes Inc. Common Stock,United States,,1235298,Consumer Discretionary,Homebuilding
SKYE,Skye Bioscience Inc. Common Stock,United States,,201887,Health Care,Biotechnology: Pharmaceutical Preparations
SKYH,Sky Harbour Group Corporation Class A Common Stock,United States,2022,266064,Finance,Real Estate
SKYQ,Sky Quarry Inc. Common Stock,United States,2024,17092,Industrials,Environmental Services
SKYT,SkyWater Technology Inc. Common Stock,United States,2021,671120,Technology,Semiconductors
SKYW,SkyWest Inc. Common Stock,United States,1986,289768,Consumer Discretionary,Air Freight/Delivery Services
SKYX,SKYX Platforms Corp. Common Stock,United States,2022,280233,Consumer Discretionary,Building Products
SLAB,Silicon Laboratories Inc. Common Stock,United States,2000,333248,Technology,Semiconductors
SLB,Schlumberger N.V. Common Stock,France,,13544505,Energy,Oilfield Services/Equipment
SLDB,Solid Biosciences Inc. Common Stock,United States,2018,1844827,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SLDP,Solid Power Inc. Class A Common Stock,United States,2021,2201000,Miscellaneous,Industrial Machinery/Components
SLDPW,Solid Power Inc. Warrant,United States,2021,31369,Miscellaneous,Industrial Machinery/Components
SLE,Super League Enterprise Inc. Common Stock,United States,2019,8257301,Consumer Discretionary,Services-Misc. Amusement & Recreation
SLF,Sun Life Financial Inc. Common Stock,Canada,,456823,Finance,Life Insurance
SLG,SL Green Realty Corp Common Stock,United States,1997,821468,Real Estate,Real Estate Investment Trusts
SLG^I,SL Green Realty Corporation Preferred Series I,United States,,22452,,
SLGL,Sol-Gel Technologies Ltd. Ordinary Shares,Israel,2018,9675,Health Care,Biotechnology: Pharmaceutical Preparations
SLGN,Silgan Holdings Inc. Common Stock,United States,2022,412637,Industrials,Containers/Packaging
SLI,Standard Lithium Ltd. Common Shares,Canada,2021,2336091,Industrials,Major Chemicals
SLM,SLM Corporation Common Stock,United States,,1502176,Finance,Finance: Consumer Services
SLMBP,SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,United States,,16678,Finance,Finance: Consumer Services
SLN,Silence Therapeutics Plc American Depository Share,United Kingdom,,61247,Health Care,Biotechnology: Pharmaceutical Preparations
SLND,Southland Holdings Inc. Common Stock,United States,,20816,Industrials,Military/Government/Technical
SLNG,Stabilis Solutions Inc. Common Stock,United States,,1922,Utilities,Oil/Gas Transmission
SLNH,Soluna Holdings Inc. Common Stock,United States,,445824,Technology,EDP Services
SLNHP,Soluna Holdings Inc 9.0% Series A Cumulative Perpetual Preferred Stock ,United States,,84,Technology,EDP Services
SLNO,Soleno Therapeutics Inc. Common Stock,United States,2014,435597,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLP,Simulations Plus Inc. Common Stock,United States,,230242,Technology,EDP Services
SLQT,SelectQuote Inc. Common Stock,United States,2020,1241784,Finance,Specialty Insurers
SLRC,SLR Investment Corp. Common Stock,United States,2010,87458,Finance,Finance/Investors Services
SLRX,Salarius Pharmaceuticals Inc. Common Stock,United States,2015,30186,Health Care,Biotechnology: Pharmaceutical Preparations
SLS,SELLAS Life Sciences Group Inc. Common Stock,United States,,2018274,Health Care,Biotechnology: Pharmaceutical Preparations
SLSN,Solesence Inc. Common Stock,United States,,80941,Consumer Discretionary,Package Goods/Cosmetics
SLSR,Solaris Resources Inc. Common Shares,,2024,35170,,
SLVM,Sylvamo Corporation Common Stock,United States,2021,183720,Basic Materials,Paper
SLXN,Silexion Therapeutics Corp Ordinary Shares,Israel,,274187,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SLXNW,Silexion Therapeutics Corp Warrant,Israel,,2005,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SM,SM Energy Company Common Stock,United States,,1900708,Energy,Oil & Gas Production
SMA,SmartStop Self Storage REIT Inc. Common Stock,,2025,592929,Real Estate,Real Estate Investment Trusts
SMBC,Southern Missouri Bancorp Inc. Common Stock,United States,,18193,Finance,Banks
SMBK,SmartFinancial Inc. Common Stock,United States,,59408,Finance,Major Banks
SMC,Summit Midstream Corporation Common Stock,United States,2012,127537,Utilities,Natural Gas Distribution
SMCI,Super Micro Computer Inc. Common Stock,United States,2020,31055823,Technology,Computer Manufacturing
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),Japan,,1435919,Finance,Commercial Banks
SMG,Scotts Miracle-Gro Company (The) Common Stock,United States,1992,1017373,Industrials,Agricultural Chemicals
SMHI,SEACOR Marine Holdings Inc. Common Stock ,United States,2017,102195,Consumer Discretionary,Marine Transportation
SMID,Smith-Midland Corporation Common Stock,United States,,15083,Industrials,Building Materials
SMLR,Semler Scientific Inc. Common Stock,United States,,961862,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SMMT,Summit Therapeutics Inc. Common Stock ,United States,2015,6197322,Health Care,Biotechnology: Pharmaceutical Preparations
SMSI,Smith Micro Software Inc. Common Stock,United States,1995,83312,Technology,Computer Software: Prepackaged Software
SMTC,Semtech Corporation Common Stock,United States,,2013821,Technology,Semiconductors
SMTI,Sanara MedTech Inc. Common Stock,United States,,39888,Health Care,Industrial Specialties
SMTK,SmartKem Inc. Common Stock,United Kingdom,,65773,Technology,Semiconductors
SMWB,Similarweb Ltd. Ordinary Shares,,2021,231407,Technology,Computer Software: Programming Data Processing
SMX,SMX (Security Matters) Public Limited Company Class A Ordinary Shares,Ireland,,66112,Technology,Industrial Machinery/Components
SMXT,Solarmax Technology Inc. Common Stock,United States,2024,44316,Consumer Discretionary,Engineering & Construction
SMXWW,SMX (Security Matters) Public Limited Company Warrant,Ireland,,2510,Technology,Industrial Machinery/Components
SN,SharkNinja Inc. Ordinary Shares,United States,2023,2329936,Consumer Discretionary,Consumer Electronics/Appliances
SNA,Snap-On Incorporated Common Stock,United States,,286958,Consumer Discretionary,Industrial Machinery/Components
SNAL,Snail Inc. Class A Common Stock,United States,2022,44992,Technology,Computer Software: Prepackaged Software
SNAP,Snap Inc. Class A Common Stock,United States,2017,25340217,Technology,Computer Software: Programming Data Processing
SNBR,Sleep Number Corporation Common Stock,United States,,453202,Consumer Discretionary,Home Furnishings
SNCR,Synchronoss Technologies Inc. Common Stock,United States,2018,42603,Technology,EDP Services
SNCY,Sun Country Airlines Holdings Inc. Common Stock,United States,2021,703262,Consumer Discretionary,Air Freight/Delivery Services
SND,Smart Sand Inc. Common Stock,United States,2016,102319,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SNDA,Sonida Senior Living Inc. Common Stock,United States,,21191,Health Care,Hospital/Nursing Management
SNDK,Sandisk Corporation Common Stock,United States,,1856428,Technology,Electronic Components
SNDL,SNDL Inc. Common Shares,Canada,2019,895394,Health Care, Medicinal Chemicals and Botanical Products 
